# Grafy, co neni potreba testovat
#################################
# Graf 1
31|50,44,29,30,43,30,28,46,43,30
32|16,12,36,41,45,13,46,13,36,3
33|49,2,39,25,21,21,18,22,15,7
34|18,31,17,1,19,41,44,44,19,5
35|33,19,41,29,45,24,25,6,29,19
36|29,9,29,46,29,29,47,47,38,24
37|31,13,30,19,49,8,33,32,24,7
38|46,10,30,37,1,16,5,32,11,15
39|17,39,41,41,22,27,18,13,22,40
40|8,28,11,29,29,49,20,12,39,46
41|39,11,37,9,13,43,29,38,36,40
42|19,2,16,28,30,44,27,47,39,7
43|36,37,29,30,6,33,14,9,3,25
44|23,35,48,49,11,12,35,24,24,47
45|35,20,43,22,34,20,49,8,8,45
46|4,10,2,5,8,49,28,21,36,44
47|44,43,43,23,10,10,27,12,35,2
48|29,28,34,45,20,29,14,17,7,31
49|22,49,35,31,18,33,8,37,4,1
50|37,40,21,49,17,21,3,50,46,3
#################################
# Graf 29
1|13,12,51,84,74,35,22,52,80,25
2|34,1,45,19,41,33,42,90,55,71
3|85,28,32,30,99,6,27,70,51,12
4|90,83,91,18,85,90,43,14,56,60
5|78,97,16,10,19,2,63,100,87,77
6|22,4,49,87,44,44,97,78,97,8
7|23,19,30,91,100,58,71,59,62,55
8|4,90,12,18,48,80,5,9,65,18
9|88,98,8,73,26,43,3,53,54,3
10|36,81,6,7,38,19,39,42,32,78
11|85,94,80,14,98,47,95,42,77,18
12|66,35,93,62,23,69,41,54,1,33
13|24,84,79,58,38,54,60,84,51,52
14|23,46,18,21,31,91,35,8,61,88
15|67,2,5,64,40,96,90,83,84,5
16|55,80,70,98,94,52,74,77,64,82
17|67,34,12,67,55,76,16,69,39,56
18|86,53,59,48,58,21,84,12,27,82
19|96,34,33,28,98,48,44,72,73,43
20|97,53,86,2,1,49,43,47,49,45
21|90,14,9,73,42,73,65,29,79,100
22|15,75,74,37,19,65,79,63,54,82
23|17,69,34,20,27,94,28,80,20,77
24|58,48,83,33,10,85,22,91,7,20
25|100,27,85,59,48,81,83,1,24,97
26|77,79,25,3,45,77,8,98,95,89
27|87,63,78,98,95,72,60,67,48,37
28|67,41,38,60,47,95,28,37,54,46
29|16,59,83,45,53,46,37,58,71,61
30|94,72,7,63,99,85,48,29,30,77
31|59,25,9,38,67,48,72,85,77,11
32|75,28,49,11,23,30,39,99,19,88
33|45,56,26,91,57,82,83,26,35,54
34|62,57,95,51,22,98,69,91,46,98
35|12,24,57,21,53,25,67,54,99,36
36|42,88,12,33,40,39,17,84,71,4
37|60,97,95,84,71,55,66,11,57,92
38|29,54,20,65,70,67,9,56,85,74
39|95,76,6,57,96,18,26,63,92,66
40|80,71,59,14,30,1,31,4,44,64
41|12,82,92,68,26,46,40,18,36,50
42|33,56,19,7,87,18,39,24,56,34
43|79,9,44,35,82,38,7,27,19,72
44|59,6,86,46,55,6,80,67,85,18
45|47,23,87,90,42,25,65,41,32,84
46|89,15,92,77,77,44,47,97,49,92
47|2,50,9,38,7,30,9,96,2,41
48|40,67,51,85,2,25,61,47,45,50
49|12,25,46,48,56,82,51,56,1,58
50|99,92,69,15,39,65,43,3,58,51
51|35,49,28,30,13,41,37,94,80,9
52|55,68,32,94,29,65,55,67,64,56
53|31,95,98,47,88,29,90,75,1,80
54|27,98,8,37,51,97,11,79,49,61
55|33,14,22,34,42,35,16,74,82,86
56|15,10,90,5,24,70,83,86,72,3
57|57,12,23,42,88,5,68,87,82,33
58|51,83,50,49,83,98,87,6,84,39
59|64,77,8,75,34,66,61,70,33,56
60|90,1,62,73,96,12,36,37,12,10
61|65,7,67,44,49,9,61,64,34,73
62|36,70,4,29,36,15,37,64,69,85
63|50,44,77,44,71,100,86,5,52,31
64|50,15,47,91,3,33,8,59,66,16
65|55,4,96,65,21,40,57,52,36,34
66|69,16,73,10,10,41,34,84,27,52
67|42,35,93,9,76,31,81,84,33,83
68|13,11,99,78,35,96,24,38,52,12
69|91,37,17,91,100,77,71,78,62,40
70|24,2,4,72,100,65,65,96,44,94
71|73,88,60,20,5,36,51,75,27,10
72|19,19,94,8,43,51,41,45,52,83
73|76,55,52,96,74,54,85,69,93,80
74|9,11,26,91,29,2,4,99,41,60
75|17,75,66,28,53,58,21,11,78,48
76|84,35,18,15,39,56,53,90,70,38
77|94,98,97,98,37,40,4,20,36,36
78|76,4,33,3,39,29,10,30,72,11
79|75,25,99,52,31,17,75,26,51,52
80|21,46,18,69,58,77,84,71,43,15
81|16,55,92,51,76,36,29,35,52,5
82|71,60,89,49,39,40,16,79,7,97
83|81,75,45,47,6,45,80,37,22,80
84|36,50,53,68,13,39,32,61,80,6
85|91,9,67,48,50,19,7,78,26,59
86|6,59,40,49,31,45,28,77,24,88
87|73,25,98,62,45,38,91,32,54,55
88|68,8,28,35,87,40,83,10,74,91
89|58,67,30,78,35,66,2,8,63,10
90|31,73,95,34,34,47,97,72,22,32
91|67,75,56,40,90,9,95,29,98,7
92|50,5,97,2,40,96,64,11,14,42
93|44,46,48,48,24,84,75,32,65,65
94|16,44,63,88,8,54,9,31,85,3
95|78,48,2,66,30,97,94,90,14,87
96|14,65,24,67,26,67,65,82,18,71
97|11,65,64,20,7,44,24,53,21,24
98|14,81,26,16,84,42,25,35,5,21
99|93,3,1,76,20,43,37,52,65,11
100|70,24,9,96,78,99,40,49,34,63
#################################
# Graf 30
1|7,7,3,2,2,6,5
2|3,5,6,7,3,5,3
3|2,4,4,3,3,4,7
4|3,4,7,5,7,6,2
5|6,2,1,2,4,4,5
6|6,2,6,3,1,3,6
7|5,2,3,3,2,3,6
#################################
# Graf 31
1|4,3,1,7,17,17,15,6,14,11
2|13,8,17,5,12,3,7,2,2,14
3|15,6,13,11,2,15,11,18,8,5
4|12,12,1,7,8,1,11,11,17,16
5|12,14,11,6,12,6,9,7,1,15
6|5,9,7,12,13,15,18,11,9,11
7|9,3,3,2,9,18,6,2,8,5
8|13,1,13,13,5,3,15,11,18,2
9|10,8,17,11,3,16,3,14,8,7
10|9,9,1,5,12,14,15,2,16,8
11|18,5,13,10,1,13,8,17,9,7
12|17,9,2,9,13,13,5,9,11,7
13|7,18,3,16,14,1,12,17,10,5
14|9,6,10,11,14,5,12,18,3,14
15|11,17,15,18,7,9,4,2,8,4
16|12,18,14,17,16,8,3,11,3,9
17|15,11,17,15,8,10,6,13,7,8
18|3,6,7,8,8,3,5,14,13,8
#################################
# Graf 32
1|50,42,48,6,19,47,50,20,29,29
2|31,41,46,33,34,29,33,12,26,14
3|23,2,4,17,43,29,48,30,32,40
4|49,24,30,8,13,27,40,50,36,22
5|9,46,42,45,33,35,13,45,42,39
6|30,22,3,44,31,35,14,31,6,43
7|37,33,8,3,44,3,26,9,33,36
8|40,19,25,44,43,30,32,20,13,23
9|42,9,18,30,40,41,38,45,45,4
10|35,2,46,28,18,15,34,21,31,37
11|13,4,4,30,22,37,32,28,5,6
12|14,40,17,26,44,22,47,34,24,26
13|28,12,34,46,38,46,11,47,29,30
14|25,48,6,24,13,26,6,50,17,15
15|27,18,40,13,41,31,34,24,34,10
16|33,18,29,31,43,7,43,1,11,21
17|26,1,35,10,40,15,42,13,36,17
18|25,34,37,45,50,30,45,30,2,31
19|48,47,43,40,13,49,2,10,4,19
20|36,2,42,7,30,34,9,34,6,43
21|20,23,50,29,31,13,38,39,23,23
22|50,11,30,4,4,43,30,29,11,19
23|43,50,38,26,8,41,43,44,9,35
24|39,13,5,32,46,21,9,31,7,14
25|17,15,6,46,45,27,3,10,1,16
26|14,40,41,26,16,6,2,31,47,48
27|49,35,32,18,24,10,21,16,35,23
28|28,2,20,33,44,41,24,28,18,31
29|25,48,3,43,7,12,18,10,21,14
30|2,45,43,47,39,43,5,42,48,45
31|34,39,50,37,40,11,5,32,8,11
32|50,21,38,27,12,48,38,40,45,31
33|33,19,34,40,32,38,34,44,11,32
34|25,13,29,4,6,46,50,33,21,23
35|1,46,42,19,28,6,40,35,26,30
36|17,16,37,19,41,15,45,23,43,36
37|24,27,42,7,26,3,1,40,40,33
38|45,49,32,41,17,37,31,42,43,11
39|45,28,39,19,47,8,32,22,4,10
40|44,14,32,13,47,31,34,44,36,4
41|8,49,31,30,4,30,14,11,41,40
42|19,34,11,10,19,21,28,24,4,10
43|13,2,10,17,4,43,44,24,11,14
44|36,13,1,46,43,43,48,4,16,20
45|14,4,12,36,25,50,2,1,47,23
46|5,17,18,36,37,11,24,43,50,6
47|29,8,34,10,16,20,29,37,3,32
48|37,19,13,28,5,31,17,34,34,14
49|28,1,30,8,32,27,18,38,40,50
50|40,8,37,45,2,43,25,2,42,14
#################################
# Graf 33
1|14,5,23,11,41,2,16,47,2,16
2|7,26,31,33,8,27,44,11,35,36
3|5,24,37,26,14,25,39,29,35,44
4|45,10,16,26,35,10,42,15,14,13
5|6,9,22,17,42,45,49,15,10,39
6|23,37,29,20,47,37,13,19,32,4
7|40,2,36,50,26,16,49,46,41,45
8|36,12,20,1,38,6,26,47,13,3
9|33,49,41,44,17,25,37,10,38,23
10|48,5,44,23,31,27,27,35,48,47
11|33,9,28,46,22,31,23,27,48,17
12|31,26,28,43,16,7,19,7,34,22
13|17,2,21,23,11,19,40,33,29,40
14|49,49,31,31,13,49,33,37,41,13
15|10,46,34,40,7,38,12,34,33,17
16|27,14,11,43,8,6,4,15,37,24
17|19,16,46,4,16,22,31,34,15,3
18|5,15,43,44,44,34,1,31,23,45
19|30,10,26,49,20,42,28,33,50,4
20|50,46,18,1,35,25,25,14,16,16
21|4,12,6,49,6,45,50,15,39,22
22|6,5,40,22,12,37,11,39,47,2
23|42,10,2,9,30,26,43,34,34,22
24|31,6,27,47,47,32,28,9,32,16
25|19,39,9,50,27,4,42,9,23,38
26|17,41,31,39,33,45,17,44,45,20
27|36,33,20,7,17,4,22,46,13,21
28|30,25,35,21,47,27,13,4,30,28
29|37,19,15,47,18,43,11,17,40,23
30|38,50,38,42,36,48,3,42,26,16
31|28,22,1,7,15,5,38,19,39,46
32|36,7,8,21,25,39,28,46,34,37
33|21,40,43,43,32,23,49,8,39,28
34|12,22,42,17,37,12,9,18,4,1
35|3,15,9,35,31,38,16,39,36,43
36|7,33,21,11,21,13,21,47,8,29
37|2,42,14,50,17,15,38,7,37,48
38|15,17,22,42,11,50,4,38,39,7
39|15,12,44,49,30,24,39,11,3,6
40|34,10,24,34,27,2,13,19,22,43
41|48,19,10,23,22,15,32,49,50,45
42|16,31,41,5,42,17,1,21,48,12
43|10,27,10,12,27,45,27,31,17,46
44|42,24,44,30,47,38,33,4,2,33
45|36,36,7,34,23,11,37,4,3,31
46|42,37,11,40,10,28,49,19,48,28
47|44,11,3,21,39,2,14,36,48,12
48|45,36,46,40,21,6,36,7,20,44
49|40,41,29,22,33,19,43,36,21,14
50|41,32,49,25,30,36,42,42,33,8
#################################
# Graf 34
1|46,28,11,17,35,42,15,18,26,37
2|8,4,1,48,40,46,34,15,37,4
3|8,24,18,11,35,18,38,39,26,18
4|35,34,26,24,27,18,48,47,36,31
5|35,7,44,2,2,20,17,21,42,12
6|19,46,46,4,12,23,41,15,26,38
7|22,11,48,31,44,13,24,6,45,28
8|38,25,13,49,41,13,10,39,14,41
9|36,24,17,6,30,1,22,10,2,9
10|13,29,19,12,25,30,6,37,2,25
11|30,1,5,3,14,23,13,2,45,50
12|28,48,20,19,15,10,26,33,10,17
13|29,41,36,2,9,46,13,25,8,43
14|50,12,25,32,18,37,25,35,44,32
15|46,49,22,36,48,42,28,32,2,45
16|39,27,8,32,8,34,21,16,38,26
17|47,28,46,46,10,8,49,32,41,34
18|28,48,35,31,9,5,42,2,40,19
19|25,36,39,4,28,50,11,20,26,22
20|7,4,39,12,30,39,24,40,32,25
21|31,1,25,49,41,17,11,19,14,50
22|25,26,23,2,28,19,6,48,41,42
23|39,36,48,34,20,39,20,2,12,11
24|32,38,37,5,1,18,38,37,35,30
25|6,31,14,8,42,12,13,5,44,43
26|49,21,24,24,42,48,7,32,13,11
27|34,35,28,23,1,39,50,15,11,11
28|20,11,41,37,44,18,12,38,47,28
29|2,2,39,18,48,23,43,7,20,16
30|37,10,34,26,18,23,1,2,23,23
31|4,24,17,40,29,45,14,2,18,3
32|29,47,10,38,32,16,28,28,19,14
33|8,31,45,27,40,36,5,42,47,37
34|12,25,18,30,27,11,19,42,28,21
35|28,19,21,44,45,46,5,17,28,24
36|26,22,21,34,13,24,26,45,11,44
37|24,3,23,13,27,11,41,41,28,17
38|26,25,34,23,7,39,2,7,19,32
39|14,37,43,27,16,20,21,46,27,33
40|11,26,7,5,46,32,47,39,9,33
41|41,27,27,1,21,45,8,29,14,34
42|22,11,49,36,39,16,2,20,49,47
43|9,16,35,24,37,2,40,9,23,26
44|30,41,47,22,11,23,10,33,12,13
45|25,35,43,34,15,18,6,26,33,3
46|15,20,12,8,49,48,13,31,47,37
47|22,45,1,50,21,48,37,38,35,30
48|46,40,13,33,48,47,38,43,41,3
49|44,4,2,37,27,8,1,37,16,41
50|27,13,11,33,35,10,20,4,18,27
#################################
# Graf 35
0|2,4,5
1|3,4,5
2|0,6,3
3|3
4|5,6
5|9,9
6|1,0
9|2
#################################
# Chybne grafy
#################################
# Graf 36
1|12,6,14,8,17,11,20,7,1,1
#################################
# Graf 37
1|1,13,6,1,1,2,9,15
2|2,13,13,3,4,3,8,17
3|12,6,5,8,19,17,8,17
4|6,0,4,6,12,14,2,12
5|8,1,6,14,19,1,14,13
6|8,17,17,6,8,20,1,17
7|2,6,15,16,19,0,11,9
8|4,6,19,9,2,14,15,1
9|14,2,16,9,9,20,19,11
10|2,5,9,3,10,17,9,11
11|2,13,7,17,2,0,17,3
12|12,4,7,13,16,19,6,8
13|19,10,3,17,20,8,0,5
14|20,18,4,15,19,20,19,13
15|11,5,2,17,14,17,3,1 
#################################
# Graf 38
2|17,510,0,7,8,13,13
3|20,47,0,8,17,0,7
4|8,2,7,17,18,17,14,14
5|8,3,19,3,1,3,8,0 
9|13,19,18,15,18,0,12,0
10|9,3,17,12,11,15,7,0
11|16,10,10,7,12,0,4,10
12|0,2,4,7,7,18,0,1
13|8,17,15,15,4,19,13,4
14|14,5,6,14,3,10,19,18 
#################################
# Graf 39
1|11,10,6,10,1,8,6,11,2,7
2|7,5,1,4,1,5,3,7,10,8
3|10,6,6,3,4,1,9,3,10,6
4|11,5,3,6,10,4,10,3,7,11
5|8,9,11,9,4,1,3,8,3,2
6|10,2,8,11,11,11,8,4,5,8
7|2,2,7,10,3,8,10,2,11,6
8|2,4,1,10,3,3,6,3,7,3
9|8,8,9,5,10,5,7,4,9,5
10|11,4,7,11,6,5,2,5,11,2 
#################################
# Graf 40
1|5,15,6,4,4,10,12,12,12,4
2|11,2,12,4,9,13,15,11,10,3
3|7,6,8,6,3,15,6,15,2,10
4|11,11,9,7,2,2,15,4,10,13
5|3,5,7,12,9,14,13,14,14,13 
#################################
# Graf 41
1,2,3,4,5,6
2,3,4,5,6,1
3,4,5,6,1,2
4,5,6,1,2,3
5,6,1,2,3,4
6,1,2,3,4,5
#################################
# Graf 42
1|1,8,6,9,7
2|6,3,8,0,3
3|10,10,4,8,2
4|6,5,2,5,3
5|9,1,4,8,9
6|6,5,10,7,9
7|4,2,5,8,3
8|2,2,7,3,2
9|8,5,3,4,0
10|6,7,6,0,10
